Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Regen Ratio,Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2025-08-01,26003,1,00:24:08,08:57 AM,09:21 AM,0.3,0.0,0.6499999999999999,0.0,13.1,13.6,10.17495012500149,25.29683732735176,74.8,71.6,4.5,0.2486187845303867,1.336615888325842,33.81215469613259,64.11200027465817
2025-08-01,26003,2,00:21:07,02:53 PM,03:14 PM,0.4,0.0,0.6,0.0,13.7,14.5,9.708921874997031,27.58651835042566,71.2,68.0,6.6,0.3127962085308056,1.493471694044755,41.19968429360694,71.09599876403809
2025-08-01,26003,3,02:58:56,04:05 PM,07:04 PM,2.2,0.0,3.7,0.0,17.6,23.0,15.68961775000207,5.261049171014108,67.6,62.0,16.3,0.4147582697201018,1.465937562436597,7.712369597615501,71.51553157401464
2025-08-01,26005,1,01:11:22,05:53 AM,07:04 AM,1.05,0.0,1.8,0.0,11.9,14.7,13.20413374999771,11.10109329752259,92.0,88.8,10.0,0.4048582995951416,1.113287723248225,12.35871088276506,62.70050086975089
2025-08-01,26005,2,04:23:23,07:42 AM,12:06 PM,4.25,0.0,6.100000000000001,0.0,41.50000000000001,50.8,46.29213950000121,10.54557376447538,88.4,77.6,37.8,0.4266365688487584,1.097378530106578,11.57248623679049,64.78847160194286
2025-08-01,26005,3,01:34:30,01:56 PM,03:31 PM,2.0,1.85,2.800000000000001,0.0,17.59999999999999,23.7,14.29153300000326,9.073989206351273,76.0,70.8,18.50000000000001,0.4383886255924171,1.658324547828046,15.04761904761905,70.38130429318079
2025-08-01,26005,4,03:30:05,03:35 PM,07:05 PM,4.100000000000001,3.95,6.350000000000001,0.0,33.49999999999999,46.9,31.84526375000132,9.095037643792523,69.6,58.8,43.8,0.4829106945975745,1.472746477095767,13.39468464894883,71.37705802372498
2025-08-01,26005,5,02:36:48,07:36 PM,10:13 PM,2.4,0.0,3.550000000000001,0.0,20.59999999999999,25.59999999999999,24.23346899999888,9.273011096938346,58.8,52.4,27.6,0.518796992481203,1.056390234514142,9.795918367346937,66.64724845400278
2025-08-01,26008,1,08:57:47,03:00 PM,11:58 PM,5.7,2.75,13.9,0.0,66.70000000000002,86.89999999999999,82.09864337500039,9.159671371680089,76.0,57.2,62.1,0.4167785234899329,1.058482776665,9.695354386834845,68.24427613144448
2025-08-01,26009,1,03:47:15,07:46 AM,11:34 AM,2.3,0.0,6.6,0.0,35.7,44.5,34.33447597600025,9.065208178481914,92.8,82.4,29.3,0.3970189701897019,1.296073370425267,11.74917491749175,64.55185032310969
2025-08-01,26009,2,04:45:36,01:50 PM,06:36 PM,3.4,4.4,9.900000000000002,0.0,58.50000000000001,77.8,53.20924147200276,11.17841207395016,80.0,62.4,53.6,0.4079147640791476,1.462152021861395,16.34453781512605,70.967845289472
2025-08-01,26009,3,01:23:29,07:20 PM,08:44 PM,1.050000000000001,0.1500000000000004,2.549999999999997,0.0,12.60000000000001,16.59999999999999,13.12832648799667,9.435411330961875,62.0,58.0,13.3,0.4448160535117057,1.264441436246844,11.93052505490117,69.61057199750618
2025-08-01,26010,1,06:19:00,06:53 AM,01:12 PM,6.1,0.0,7.399999999999999,0.0,56.3,70.89999999999999,59.41860187500424,9.406638819261886,93.2,78.0,54.6,0.4350597609561753,1.1932290185681,11.22427440633245,64.98947605859618
2025-08-01,26010,2,07:18:15,02:00 PM,09:19 PM,6.949999999999999,2.7,10.15,0.0,64.49999999999999,85.70000000000002,65.55464049999864,8.974965042783614,78.0,59.2,63.7,0.4263721552878179,1.307306383596166,11.73302909298346,70.37339946589348
2025-08-01,26011,1,00:13:04,12:01 AM,12:14 AM,0.2000000000000002,0.0,0.4499999999999993,1.15,1.500000000000007,3.200000000000003,2.330141250000452,10.69962818877758,76.0,75.2,1.399999999999999,0.3043478260869561,1.373307304868056,14.69387755102042,66.09200096130371
2025-08-01,26011,2,07:16:16,06:46 AM,02:03 PM,5.600000000000001,0.0,9.9,0.0,63.3,77.89999999999999,71.37999362499977,9.816930663584932,92.8,74.0,62.1,0.4435714285714286,1.091342210105167,10.71363080684596,65.38560341514165
2025-08-01,26011,3,03:32:07,07:02 PM,10:34 PM,3.45,1.15,5.899999999999999,0.0,33.8,45.2,32.38896337500046,9.161645961342158,88.4,78.4,30.8,0.4052631578947368,1.395537099371565,12.78541683036065,67.06357144492002
2025-08-01,26011,4,01:07:21,10:50 PM,11:58 PM,1.05,0.0,2.149999999999999,6.55,8.399999999999999,17.90000000000001,9.786593249998987,8.718568596881056,78.0,74.0,9.199999999999996,0.3394833948339482,1.829032794430468,15.94654788418709,62.07799835205071
2025-08-01,26012,1,08:02:48,07:50 AM,03:53 PM,6.550000000000001,0.0,10.6,0.0,91.89999999999999,106.4,86.21522624999488,10.71440259941941,91.6,67.6,91.2,0.4615384615384615,1.234120753699308,13.22286661143331,66.94841291727109
2025-08-01,26013,1,04:25:22,06:51 AM,11:16 AM,3.05,0.0,7.9,16.1,47.10000000000001,71.39999999999999,46.99056050401123,10.62467138641128,80.8,65.6,42.8,0.3747810858143608,1.519454103849328,16.14370054013315,64.0010111668422
2025-08-01,26013,2,03:16:01,03:48 PM,07:04 PM,2.2,1.1,4.300000000000001,0.0,34.4,40.0,34.72221148000244,10.6283446414428,92.8,84.0,33.4,0.4550408719346049,1.152000356401181,12.24385681489669,71.42082743936629
2025-08-01,26014,1,04:12:19,06:49 AM,11:02 AM,3.75,0.0,10.7,0.0,35.2,49.3,35.26280425000004,8.385368604267136,92.8,80.0,29.9,0.3775252525252525,1.398073722398296,11.72336349824955,63.87757118770028
2025-08-01,26014,2,01:33:28,11:47 AM,01:20 PM,1.05,0.0,2.750000000000002,0.0,13.9,17.40000000000001,15.84496050000598,10.17151529957588,79.6,75.2,12.6,0.4199999999999999,1.098140951502747,11.169757489301,67.6030419045306
2025-08-01,26014,3,03:53:13,03:50 PM,07:44 PM,3.25,1.65,9.15,0.0,33.7,48.09999999999999,37.35993137500191,9.611645319088606,72.8,60.4,31.7,0.3972431077694236,1.287475598313985,12.37475880797541,71.43297944785162
2025-08-01,26016,1,00:34:21,07:00 AM,07:34 AM,0.3,0.0,0.8500000000000001,0.0,6.700000000000001,7.1,4.116582875001768,7.190537772928852,78.8,76.8,3.6,0.3364485981308412,1.724731461891667,12.40174672489083,62.4199993133545
2025-08-01,26016,2,00:11:28,07:40 AM,07:52 AM,0.2,0.0,0.3000000000000003,0.0,2.799999999999999,3.0,1.631098874997406,8.534819694753867,76.8,76.0,2.0,0.4,1.839250854737283,15.69767441860465,62.59999885559082
2025-08-01,26016,3,00:09:57,08:02 AM,08:12 AM,0.1499999999999999,0.0,0.1999999999999997,0.0,0.9999999999999982,1.200000000000001,1.864112999995996,11.24088241203616,75.6,75.6,2.1,0.6363636363636361,0.6437377991584087,7.23618090452262,62.68999862670898
2025-08-01,26016,4,01:43:53,08:24 AM,10:08 AM,1.55,0.0,2.55,0.0,16.7,19.4,13.90317612500075,8.03007124177807,74.8,70.4,15.7,0.4472934472934473,1.395364614932471,11.20487726616397,64.17870586619657
2025-08-01,26016,5,01:33:33,10:11 AM,11:45 AM,1.0,0.0,2.25,0.0,10.5,12.2,9.320565000001807,5.97791448423419,70.4,67.6,10.3,0.4577777777777779,1.308933524952364,7.824692677712451,65.90880096435559
2025-08-01,26016,6,00:22:26,12:01 PM,12:23 PM,0.3499999999999996,0.0,0.5500000000000007,0.0,4.699999999999996,5.200000000000003,3.106854999998177,8.309567607721721,67.6,66.4,2.399999999999999,0.3157894736842103,1.673718277809249,13.90787518573552,67.09999999999998
2025-08-01,26016,7,00:12:36,12:28 PM,12:41 PM,0.2000000000000002,0.0,0.2999999999999989,0.0,3.399999999999991,3.799999999999997,2.407812625002407,11.46577440477337,66.4,65.6,2.5,0.396825396825397,1.578195894705967,18.09523809523808,67.10000000000001
2025-08-01,26016,8,00:09:03,12:54 PM,01:03 PM,0.1500000000000004,0.0,0.1999999999999993,0.0,0.2999999999999972,0.5,1.708770249999361,11.32886353590736,65.2,65.2,2.299999999999997,0.8214285714285713,0.29260809052603,3.314917127071823,68.37799835205078
