Date,Bus,ID,Type,Duration,SOC Start [%],SOC End [%],Air Compressor Energy Consumption [kWh],Rear HVAC Energy Consumption [kWh],LV Access. Energy Consumption [kWh],Electric Heater Energy Consumption[kWh],Energy Transferred [kWh]
2025-06-01,26011,1,Depot,23:23:14,70.8,93.6,0.05,0.0,22.75,0.0,108.7
2025-06-01,26014,1,Depot,07:04:10,68.0,93.6,0.0,0.0,10.25,0.0,99.69999999999999
2025-06-02,26003,1,Depot,02:00:38,52.4,88.8,0.0,0.0,2.4,0.0,139.6
2025-06-02,26005,1,Depot,04:46:29,70.8,93.6,0.05,0.0,4.65,0.0,111.3
2025-06-02,26006,1,Depot,03:53:13,66.8,92.8,0.2,0.0,5.45,0.25,649.4
2025-06-02,26006,2,Depot,01:58:37,56.0,89.2,0.05,0.0,3.1,0.0,158.4
2025-06-02,26010,1,Depot,02:25:45,42.8,92.0,0.0,0.0,2.75,0.0,183.3
2025-06-02,26011,1,Depot,00:36:11,93.6,93.6,0.0,0.0,0.6000000000000014,0.0,0.09999999999999432
2025-06-02,26011,2,Depot,02:33:47,55.6,91.2,0.0,0.0,3.05,0.0,170.9
2025-06-02,26012,1,Depot,01:37:30,67.2,92.4,0.0,0.0,1.75,0.0,121.7
2025-06-02,26012,2,Depot,00:13:59,88.0,91.2,0.0,0.0,0.2,0.0,15.1
2025-06-02,26014,1,Depot,00:37:11,93.6,93.6,0.0,0.0,0.8999999999999986,0.0,0.0
2025-06-02,26014,2,Depot,01:02:19,67.6,90.0,0.0,0.0,1.5,0.0,86.5
2025-06-03,26003,1,Depot,04:04:17,57.2,93.6,0.0,0.0,4.600000000000001,0.0,163.6
2025-06-03,26006,1,Depot,00:33:11,48.0,63.2,0.0,0.05,0.9,0.0,69.6
2025-06-03,26008,1,Depot,04:52:32,69.6,93.2,0.05,0.0,4.6,0.0,113.0
2025-06-03,26008,2,Depot,00:34:11,92.8,93.2,0.0,0.0,0.85,0.0,2.5
2025-06-03,26009,1,Depot,00:06:02,37.2,40.4,0.0,0.0,0.2,0.0,8.5
2025-06-03,26009,2,Depot,03:02:58,42.0,93.2,0.0,0.0,4.55,0.0,152.1
2025-06-03,26010,1,Depot,05:04:33,92.0,93.6,0.05,0.0,4.65,0.0,3.900000000000006
2025-06-03,26010,2,Depot,01:51:35,54.4,89.2,0.0,0.0,2.1,0.0,151.6
2025-06-03,26011,1,Depot,05:08:35,91.2,93.6,0.0,0.0,5.25,0.0,3.399999999999977
2025-06-03,26011,2,Depot,00:58:18,53.6,80.0,0.0,0.0,1.55,0.0,122.6
2025-06-03,26012,1,Depot,02:02:39,60.0,89.6,0.0,0.5,2.45,0.0,143.1
2025-06-03,26014,1,Depot,03:03:57,65.6,93.6,0.0,0.0,4.7,0.0,103.1
2025-06-04,26003,1,Depot,00:23:07,93.6,93.6,0.0,0.0,0.3999999999999995,0.0,1.800000000000011
2025-06-04,26003,2,Depot,00:46:15,69.2,88.8,0.0,0.0,1.15,0.0,71.4
2025-06-04,26003,3,Depot,04:42:28,75.2,93.6,0.0,0.0,4.55,0.0,83.0
2025-06-04,26005,1,Depot,04:50:30,30.4,93.6,0.05,0.0,5.45,0.0,272.4
2025-06-04,26005,2,Depot,05:00:32,62.0,94.0,0.05,0.0,6.05,0.0,136.0
2025-06-04,26006,1,Depot,04:52:31,50.8,93.6,0.2,0.0,7.15,0.0,736.9
2025-06-04,26006,2,Depot,01:15:23,64.0,88.0,0.0,0.0,1.95,0.0,116.1
2025-06-04,26006,3,Depot,05:07:35,77.6,93.6,0.05,0.0,7.0,0.0,64.2
2025-06-04,26010,1,Depot,05:23:40,89.2,93.6,0.05,0.0,5.0,0.0,4.099999999999994
2025-06-04,26010,2,Depot,02:19:44,47.6,91.2,0.0,0.0,2.85,0.0,206.6
2025-06-04,26011,1,Depot,04:28:22,81.2,93.6,0.05,0.0,4.6,0.0,58.6
2025-06-04,26011,2,Depot,02:54:55,52.8,90.4,0.0,0.0,3.85,0.0,182.0
2025-06-04,26012,1,Depot,04:51:58,92.4,93.6,0.05,0.0,4.4,0.0,6.8
2025-06-04,26012,2,Depot,00:06:29,93.6,93.6,0.0,0.0,0.09999999999999964,0.0,0.09999999999999964
2025-06-04,26012,3,Depot,01:15:17,64.4,90.0,0.0,0.0,1.5,0.0,124.7
2025-06-04,26012,4,Depot,01:42:03,75.2,90.8,0.0,0.0,1.55,0.0,77.6
2025-06-04,26013,1,Depot,00:10:03,88.0,90.4,0.0,0.0,0.25,0.0,2.2
2025-06-04,26014,1,Depot,04:40:26,40.8,93.6,0.0,0.0,7.25,0.0,185.4
2025-06-05,26003,1,Depot,05:26:39,93.6,93.6,0.0,0.0,5.15,0.0,0.3000000000000114
2025-06-05,26005,1,Depot,05:19:39,94.0,93.6,0.09999999999999999,0.0,6.049999999999999,0.0,2.099999999999994
2025-06-05,26005,2,Depot,00:08:02,80.0,83.2,0.0,0.0,0.25,0.0,15.7
2025-06-05,26006,1,Depot,00:35:11,93.6,93.6,0.0,0.0,0.7999999999999998,0.0,0.09999999999999432
2025-06-05,26006,2,Depot,06:30:01,62.8,93.6,0.0,0.0,9.0,0.0,148.8
