Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Regen Ratio,Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2024-04-01,26002,1,03:37:13,07:10 AM,10:47 AM,3.65,0.0,7.350000000000001,27.7,33.3,71.10000000000001,29.05033699200067,8.024339228972792,86.0,70.4,29.1,0.2904191616766467,2.447475911194358,19.63937696616282,46.3068478746899
2024-04-01,26002,2,01:41:34,12:15 PM,01:56 PM,2.0,0.0,2.700000000000001,5.549999999999997,17.5,27.29999999999998,14.05789750400072,8.304632591795635,64.8,58.4,15.0,0.3546099290780143,1.941968917630158,16.1273383656055,47.90388271107381
2024-04-01,26002,3,01:11:24,02:02 PM,03:14 PM,1.3,0.0,2.25,9.8,11.6,24.7,11.4183134959967,9.59522142520731,58.4,52.4,11.6,0.3195592286501377,2.163191613950686,20.7563025210084,49.15599994659433
2024-04-01,26003,1,01:30:28,05:47 AM,07:18 AM,0.6,0.0,3.7,20.2,8.5,35.40000000000001,6.75678825399882,4.481289188355887,89.2,81.6,5.9,0.1428571428571428,5.239175577101959,23.47826086956522,45.58624140246879
2024-04-01,26003,2,00:36:11,08:27 AM,09:03 AM,0.6,0.0,1.35,5.199999999999996,7.4,14.1,5.980074504001095,9.916291208845667,79.2,76.0,6.5,0.3155339805825242,2.357830155889546,23.38093044679871,46.49097310659047
2024-04-01,26003,3,02:13:41,10:50 AM,01:03 PM,2.1,0.0,5.200000000000001,22.09999999999999,20.8,49.60000000000001,17.08770250000089,7.669334122927713,72.8,61.2,17.8,0.2640949554896143,2.902672258016982,22.26156339608528,46.64770160219565
2024-04-01,26003,4,05:17:38,01:38 PM,06:56 PM,4.35,0.0,9.799999999999999,32.9,80.60000000000001,123.2,64.07950574599818,12.10442967182251,71.2,42.0,63.8,0.3411764705882353,1.922611583309441,23.27211669640046,49.58736280266812
2024-04-01,26005,1,07:23:15,06:49 AM,02:12 PM,5.9,0.0,16.1,57.55,73.19999999999999,152.0,69.4369665080012,9.399250965550078,87.2,54.0,62.5,0.2913752913752914,2.18903572036784,20.57529610829103,46.75645706880179
2024-04-01,26005,2,02:01:37,04:53 PM,06:54 PM,2.05,0.0,4.15,16.9,29.1,50.9,22.52594149199649,11.11325056477831,93.2,82.4,27.2,0.3482714468629962,2.25961698506963,25.11168973550774,50.1215735982675
2024-04-01,26006,1,05:34:43,06:57 AM,12:31 PM,5.600000000000001,0.0,11.95,44.7,48.3,110.9,45.43713300399941,8.144882677607821,87.2,63.2,39.2,0.2611592271818788,2.440734981897703,19.87950007469004,46.3027245164633
2024-04-01,26006,2,01:05:20,12:57 PM,02:02 PM,1.100000000000001,0.0,2.350000000000001,7.849999999999994,9.399999999999999,20.90000000000001,10.40920699200069,9.559475808980228,62.0,57.6,8.300000000000004,0.2842465753424658,2.007837870460384,19.19387755102041,48.54909143447878
2024-04-01,26008,1,02:54:54,12:05 AM,03:00 AM,0.3500000000000005,0.0,6.600000000000001,15.55,4.900000000000013,27.40000000000001,5.746439008002199,1.971334136535917,69.6,63.2,6.199999999999996,0.1845238095238094,4.76817033328713,9.39965694682676,45.22022864205488
2024-04-01,26008,2,07:24:16,11:39 AM,07:03 PM,5.25,0.0,17.05,41.35,68.10000000000001,129.7,67.34046075399965,9.094600041806675,88.4,59.6,49.2,0.2750139742873114,1.92603374773162,17.51650660264105,48.98952152583745
2024-04-01,26009,1,03:56:11,06:51 AM,10:47 AM,2.8,0.0,10.0,29.8,54.8,95.89999999999999,50.41058648799662,12.80630240327344,88.0,61.6,36.2,0.2740348221044663,1.902378184448121,24.36243031543292,46.26934738037966
2024-04-01,26009,2,01:53:34,11:55 AM,01:49 PM,1.149999999999999,0.0,4.700000000000001,14.65,13.10000000000001,32.79999999999998,12.81515550400218,6.770554713003793,60.8,53.2,9.5,0.2245862884160758,2.559469527291848,17.32902847079541,47.59873714447009
2024-04-01,26010,1,07:20:18,01:49 PM,09:09 PM,5.65,0.0,22.15,36.6,71.79999999999998,139.0,65.39929774999837,8.912009686577111,90.8,60.4,72.4,0.3424787133396405,2.125405085102821,18.94163070633659,49.54803188862734
2024-04-01,26011,1,03:51:11,07:02 AM,10:53 AM,3.75,0.0,8.3,26.5,43.39999999999999,81.8,41.32117150000158,10.72426050032483,87.6,70.4,36.2,0.3067796610169492,1.979614735753483,21.22990411650205,46.28397397128034
2024-04-01,26011,2,02:12:41,11:51 AM,02:04 PM,2.100000000000001,0.0,4.850000000000001,13.59999999999999,22.50000000000001,43.19999999999999,22.52345600800072,10.18520809305396,69.6,60.0,18.09999999999999,0.2952691680261011,1.91800050510253,19.53523426705187,47.75473707959153
2024-04-01,26013,1,01:59:37,08:10 AM,10:09 AM,1.55,0.0,4.449999999999999,17.85,23.8,50.1,21.3602494959996,10.71435114749875,90.8,80.4,15.3,0.2339449541284404,2.345478221562106,25.13027727462728,46.35215008497252
2024-04-01,26013,2,01:06:20,10:47 AM,11:53 AM,0.7000000000000002,0.0,2.350000000000001,11.2,12.0,25.90000000000001,11.26297074600006,10.18761173005031,80.4,74.8,8.1,0.238235294117647,2.299570919972259,23.42713567839196,46.20388078404896
