Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Date,Bus,ID,Type,Duration,SOC Start [%],SOC End [%],Air Compressor Energy Consumption [kWh],Rear HVAC Energy Consumption [kWh],LV Access. Energy Consumption [kWh],Electric Heater Energy Consumption[kWh],Energy Transferred [kWh]
2024-01-09 00:00:00,26010,2,Depot,05:39:43,92.8,93.6,0.45,0,6.1,0,2.5
2024-01-09 00:00:00,26010,3,Depot,02:43:50,48.8,92.4,0.1,0,2.9,0,207.5
2024-01-09 00:00:00,26011,1,Depot,06:33:00,92.8,93.6,0,0,7.200000000000001,0,2.099999999999994
2024-01-09 00:00:00,26011,2,Depot,03:27:03,36,93.6,0,0,3.9,0,248.2
2024-01-09 00:00:00,26013,1,Depot,04:38:25,45.6,93.6,0.05,0,5.6,0,228.7
2024-01-09 00:00:00,26014,1,Depot,02:49:52,72.4,93.2,0,0,4.5,0.1,96
2024-01-09 00:00:00,26014,2,Depot,01:08:21,73.6,91.6,0,0,1.7,0,70.1
2024-01-09 00:00:00,26017,1,Depot,05:56:49,93.6,94,0.05,0,6.549999999999999,0,12.90000000000001
2024-01-09 00:00:00,26017,2,Depot,04:39:26,33.2,92,0,0,5,0,279.6
2024-01-10 00:00:00,26003,1,Depot,04:33:24,53.2,90.8,0,0,4.85,0,169.8
2024-01-10 00:00:00,26005,1,Depot,03:41:07,66.8,93.6,0,0,4,0,128.5
2024-01-10 00:00:00,26005,2,Depot,04:49:28,88,93.6,0,0,5.15,0.2,30.5
2024-01-10 00:00:00,26006,1,Depot,06:18:56,73.6,93.6,0.95,0,6.55,0,98.5
2024-01-10 00:00:00,26008,1,Depot,01:02:19,66.4,86.4,0,0,1.55,0,98.6
2024-01-10 00:00:00,26008,2,Depot,04:33:24,89.2,94,0.05,0,5.3,0,24
2024-01-10 00:00:00,26009,1,Depot,01:59:37,53.2,84,0,0,3.45,0,140.3
2024-01-10 00:00:00,26009,2,Depot,04:42:26,67.2,93.2,0,0,7,1.5,104
2024-01-10 00:00:00,26010,1,Depot,08:14:31,92.4,94,0.1,0,8.05,0,2.400000000000006
2024-01-10 00:00:00,26010,2,Depot,02:32:46,58,92.8,0.05,0,2.65,0,166.3
2024-01-10 00:00:00,26011,1,Depot,06:26:59,93.6,93.6,0,0,6.4,0,2.599999999999994
2024-01-10 00:00:00,26011,2,Depot,06:17:56,60.8,93.6,0.05,0,6.8,0,146.5
2024-01-10 00:00:00,26013,1,Depot,03:18:01,61.2,93.6,0.05,0,3.4,0,158.6
2024-01-10 00:00:00,26014,1,Depot,06:35:01,91.6,93.6,0,0,9.85,0,5.400000000000006
2024-01-10 00:00:00,26014,2,Depot,00:53:16,72.8,89.6,0,0,1.5,0,82.9
2024-01-10 00:00:00,26016,1,Depot,01:56:36,20.4,71.6,0.05,0,2.8,6.45,233
2024-01-10 00:00:00,26016,2,Depot,04:31:23,49.6,93.6,0.05,0,4.95,0,188
2024-01-10 00:00:00,26017,1,Depot,06:05:52,92,93.6,0,0,5.950000000000001,0,3.5
2024-01-10 00:00:00,26017,2,Depot,04:29:22,47.2,93.6,0,0,9.05,15.25,221.3
2024-01-11 00:00:00,26003,1,Depot,06:28:59,90.8,90.8,0.05,0,6.799999999999999,0,0.1999999999999886
2024-01-11 00:00:00,26003,2,Depot,01:55:36,54,92,0,0,2.95,7.05,168.3
2024-01-11 00:00:00,26005,1,Depot,02:28:46,93.6,93.6,0,0,2.65,0,1.700000000000003
2024-01-11 00:00:00,26005,2,Depot,02:55:54,92.4,93.6,0.05,0,3.7,0,9.6
2024-01-11 00:00:00,26006,1,Depot,06:51:06,93.6,93.6,1.1,0,7.050000000000001,0,2.600000000000009
2024-01-11 00:00:00,26006,2,Depot,04:40:27,56,93.6,0.7,0,4.9,0,183
2024-01-11 00:00:00,26008,1,Depot,06:27:59,93.6,93.6,0.05,0,6.799999999999999,0,3.5
2024-01-11 00:00:00,26009,1,Depot,06:17:55,93.6,93.6,0.05,0,9.249999999999998,0,4.199999999999989
2024-01-11 00:00:00,26009,2,Depot,02:16:42,74.8,92.4,0,0,4.4,2.4,86.3
2024-01-11 00:00:00,26009,3,Depot,00:47:15,92.4,92.8,0,0,1.3,0.1000000000000001,2.399999999999991
2024-01-11 00:00:00,26010,1,Depot,03:07:57,92.8,94,0.05,0,3.25,0,2
2024-01-11 00:00:00,26010,2,Depot,02:42:50,61.6,92.4,0.1,0,2.85,0,151.5
2024-01-11 00:00:00,26011,1,Depot,06:25:58,93.6,93.6,0,0,6.6,0,0.3000000000000114
2024-01-11 00:00:00,26011,2,Depot,03:04:57,64,93.2,0,0,3.7,0,130.3
2024-01-11 00:00:00,26013,1,Depot,03:07:57,59.2,93.6,0.05,0,3.15,0,168.5
2024-01-11 00:00:00,26014,1,Depot,01:53:34,44,90,0,0,2.95,0,171
2024-01-11 00:00:00,26016,1,Depot,06:13:54,93.6,93.6,0.05,0,6.65,0,2.5
2024-01-11 00:00:00,26016,2,Depot,01:55:36,90,93.6,0,0,2.35,0,17.5
2024-01-11 00:00:00,26017,1,Depot,06:19:56,93.6,94,0.05,0,16.25,2.850000000000001,12.40000000000001
2024-01-11 00:00:00,26017,2,Depot,04:28:23,44.4,93.6,0,0,5.15,0,236.4
2024-01-12 00:00:00,26003,1,Depot,01:42:31,52.8,90.4,0,0,2.1,1.9,167.6
2024-01-12 00:00:00,26005,1,Depot,01:38:30,60,92.4,0,0,1.9,0,156.8
2024-01-12 00:00:00,26006,1,Depot,01:30:28,61.2,92,0.2,0,1.55,0,148.4
2024-01-12 00:00:00,26008,1,Depot,01:48:33,66.8,86.8,0.05,0,2.75,0,97.2
2024-01-12 00:00:00,26009,1,Depot,03:05:57,63.6,93.6,0,0,6.7,15,145.5
2024-01-12 00:00:00,26010,1,Depot,06:16:55,92.4,93.6,0.35,0,6.65,0,2.199999999999989
2024-01-12 00:00:00,26010,2,Depot,02:39:50,52.4,92.4,0.05,0,2.9,0.55,190.8
2024-01-12 00:00:00,26011,1,Depot,02:20:43,61.6,90.8,0,0,2.6,0,142.9
2024-01-12 00:00:00,26013,1,Depot,02:22:44,55.6,93.6,0.05,0,2.45,0,183.3
2024-01-12 00:00:00,26014,1,Depot,01:13:23,60,88.8,0,0,2.25,1.7,111.2
2024-01-12 00:00:00,26014,2,Depot,01:45:32,67.2,92.8,0,0,2.7,0,99.39999999999999
2024-01-12 00:00:00,26016,1,Depot,00:10:56,46,50,0,0,0.15,0,17.3
2024-01-12 00:00:00,26016,2,Depot,01:46:32,53.2,92,0,0,2.05,0,183.9
2024-01-12 00:00:00,26017,1,Depot,06:10:54,93.6,94,0.05,0,6.6,0,3
2024-01-12 00:00:00,26017,2,Depot,01:53:35,44.4,90.8,0,0,2.2,0,217.6
2024-01-13 00:00:00,26010,1,Depot,00:08:02,92.4,92.4,0.05,0,0.1499999999999999,0,0.3000000000000114
2024-01-13 00:00:00,26010,2,Depot,06:23:58,50.4,94,0.25,0,7.05,0,201.1
2024-01-13 00:00:00,26013,1,Depot,06:53:07,58.4,94,0.05,0,7.6,0,172.4
2024-01-14 00:00:00,26005,1,Depot,06:38:02,67.6,93.6,0.05,0,7.8,0,127.3
2024-01-14 00:00:00,26006,1,Depot,07:47:25,71.2,93.6,1.5,0,8.65,0,103.2
2024-01-14 00:00:00,26010,1,Depot,08:00:27,94,93.6,0.4,0,9.200000000000001,0,2.900000000000006
2024-01-14 00:00:00,26010,2,Depot,06:40:02,40.8,93.6,0.4,0,7.5,0,249.7
2024-01-14 00:00:00,26011,1,Depot,07:45:23,72.8,93.6,0,0,8.7,0,102.5
2024-01-14 00:00:00,26013,1,Depot,08:02:27,94,93.6,0,0,9.1,0,3.699999999999989
2024-01-14 00:00:00,26013,2,Depot,02:13:41,84.4,93.6,0,0,2.65,0,39.9
2024-01-15 00:00:00,26005,1,Depot,00:19:06,93.6,93.6,0,0,0.3499999999999996,0,0.1999999999999886
2024-01-15 00:00:00,26006,1,Depot,00:22:06,93.6,93.6,0.1000000000000001,0,0.4000000000000004,0,0.4000000000000057
2024-01-15 00:00:00,26010,1,Depot,00:21:07,93.6,93.6,0.04999999999999999,0,0.4000000000000004,0,0.2999999999999829
2024-01-15 00:00:00,26011,1,Depot,00:17:05,93.6,94,0.05,0,0.3000000000000007,0,0.2999999999999972
2024-01-15 00:00:00,26013,1,Depot,00:07:02,44.4,47.2,0,0,0.35,1.55,12.3
2024-01-15 00:00:00,26013,2,Depot,23:27:51,47.6,93.6,0.3,0,25.3,0,176.6
2024-01-16 00:00:00,26003,1,Depot,02:24:44,56.8,88.4,0.05,0,3.25,0,137.6
