Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2023-08-01,26003,1,00:15:05,06:16 AM,06:31 AM,0.15,0.0,0.4,0.0,2.8,3.1,2.718498124999314,10.81391519336744,73.2,72.4,1.8,1.14033552993559,12.33149171270718,62.52799835205077
2023-08-01,26003,2,04:05:15,06:56 AM,11:01 AM,3.45,3.45,7.300000000000001,0.0,46.8,58.8,42.25322799999958,10.33718116207941,72.4,57.6,40.7,1.391609654060054,14.38532110091743,69.82299578608297
2023-08-01,26003,3,01:08:21,11:55 AM,01:03 PM,0.8500000000000001,1.95,2.1,0.0,14.20000000000001,18.90000000000001,13.28180512500148,11.65922907827489,55.2,49.2,11.9,1.422999345504845,16.59107534747623,77.79173874233093
2023-08-01,26005,1,04:14:18,06:40 AM,10:55 AM,2.4,2.7,6.0,0.0,38.1,49.90000000000001,39.30171574999986,9.272917597325959,93.2,81.2,36.6,1.269664671064652,11.77349587101848,69.25383447211561
2023-08-01,26005,2,02:32:47,11:20 AM,01:53 PM,1.5,5.050000000000001,4.549999999999999,0.0,21.20000000000001,32.1,23.3790838749992,9.181269984727512,80.8,73.6,23.9,1.373022149697091,12.60608705137995,77.67529442731076
2023-08-01,26005,3,03:20:02,04:10 PM,07:30 PM,2.65,6.200000000000001,6.2,0.0,24.3,41.1,27.34032400000069,8.200730411598276,71.2,61.6,20.8,1.503274065076879,12.32794534244293,78.23867011260971
2023-08-01,26006,1,02:16:42,07:54 AM,10:11 AM,1.75,0.0,3.0,0.0,24.0,28.0,23.45675525000001,10.29557655449891,92.4,84.8,21.0,1.193685985191834,12.28968544257498,70.4152840440289
2023-08-01,26006,2,01:01:19,11:00 AM,12:01 PM,0.85,1.65,1.95,0.0,10.8,15.0,10.33029287500017,10.10846815710807,84.4,80.4,9.5,1.45204014847447,14.67790160369666,76.12525814425553
2023-08-01,26006,3,02:06:39,01:01 PM,03:08 PM,1.7,4.35,4.350000000000001,0.0,26.4,38.0,23.61209799999983,11.18614986182384,79.2,68.8,23.7,1.609344497892575,18.00236873272799,78.94074127017036
2023-08-01,26007,1,08:13:38,08:11 AM,04:24 PM,9.85,13.2,16.05,0.0,71.1,110.5,67.72943900000064,8.232358039030396,90.4,66.8,68.9,1.631491440524097,13.43102167600783,76.05174406795965
2023-08-01,26008,1,05:05:34,06:55 AM,12:01 PM,4.050000000000001,5.6,10.6,5.65,49.40000000000001,74.5,54.2922911250007,10.66064405203461,90.8,74.8,43.0,1.372202175599364,14.62855896149231,71.02759991129908
2023-08-01,26008,2,01:36:29,12:15 PM,01:52 PM,0.95,3.5,3.8,1.35,8.299999999999997,17.8,9.786593250000806,6.085979564692158,74.8,71.2,8.5,1.818814734126049,11.06926930385213,78.26315530600023
2023-08-01,26009,1,00:25:08,04:15 PM,04:40 PM,0.25,0.8499999999999996,0.8999999999999999,0.0,13.0,15.4,10.40796425000008,24.84659900530523,83.6,80.4,5.9,1.479636135375838,36.76392572944297,79.46600151062012
2023-08-01,26010,1,05:21:39,01:44 PM,07:06 PM,4.75,9.25,10.95,0.0,54.39999999999999,82.9,43.02994175000003,8.02672627079124,92.8,74.8,55.2,1.92656547112337,15.46401367946526,78.79613133011571
2023-08-01,26010,2,01:35:29,07:26 PM,09:01 PM,1.2,0.9500000000000011,2.550000000000001,0.0,17.60000000000001,22.3,14.83523262500012,9.322191909582898,74.8,70.0,17.3,1.503178316356183,14.01291673939605,72.17599891424184
2023-08-01,26011,1,03:29:05,03:37 PM,07:06 PM,3.15,5.0,6.799999999999999,0.0,25.7,40.8,25.78689650000001,7.399986241530494,77.2,68.4,25.7,1.582198928048592,11.70825029892388,78.59674673673632
2023-08-01,26013,1,05:48:47,06:45 AM,12:34 PM,4.2,3.65,9.350000000000001,0.0,45.7,59.7,45.74843987500026,7.869947128112052,91.2,78.4,44.2,1.304962533435457,10.2699861423042,71.43587913513217
2023-08-01,26013,2,01:03:20,12:59 PM,02:03 PM,0.9500000000000002,1.350000000000001,2.0,0.0,9.5,13.3,9.165222249999715,8.682842131578678,78.0,75.2,9.0,1.451137750642154,12.6,78.710001373291
2023-08-01,26014,1,05:08:35,11:44 AM,04:52 PM,4.65,10.25,10.6,0.0,61.5,89.3,51.34077887499984,9.982544096678337,83.6,59.6,50.0,1.739358107858473,17.36321901161221,78.76283185636821
2023-08-01,26014,2,01:46:35,05:19 PM,07:05 PM,1.55,2.7,3.4,0.0,22.4,29.7,19.41784374999997,10.93107701329162,80.8,55.6,18.8,1.529521010797094,16.71931196247068,77.93970043146724
2023-08-01,26015,1,05:04:41,01:51 PM,06:55 PM,4.15,9.35,10.4,0.0,44.10000000000001,68.7,44.58336924999992,8.779614315409425,78.0,62.4,43.0,1.540933338051837,13.52880039385154,78.8686255091115
2023-08-01,26015,2,00:58:19,07:12 PM,08:11 PM,0.75,0.9000000000000004,1.9,0.0,7.399999999999991,11.09999999999999,8.621522625000011,8.870386238925418,62.4,59.6,7.700000000000003,1.287475598314048,11.4204058302372,74.64779572567699
2023-08-02,26003,1,00:15:05,06:15 AM,06:30 AM,0.1,0.0,0.3,0.0,2.4,2.7,2.718498124999314,10.81391519336744,92.0,91.2,1.6,0.9931954615568039,10.74033149171271,55.43600082397461
