Date,Bus,ID,Type,Duration,SOC Start [%],SOC End [%],Air Compressor Energy Consumption [kWh],Rear HVAC Energy Consumption [kWh],LV Access. Energy Consumption [kWh],Electric Heater Energy Consumption[kWh],Energy Transferred [kWh]
2025-12-01,26002,1,Depot,00:41:15,49.6,68.4,0.0,0,0.8,0.0,85.3
2025-12-01,26003,1,Depot,02:46:52,34.8,69.6,0.15,0,4.4,0.0,148.8
2025-12-01,26003,2,Depot,00:25:07,73.2,74.8,0.0,0,0.7,0.0,7.6
2025-12-01,26005,1,Depot,02:10:40,39.6,85.6,0.0,0,2.75,0.0,213.7
2025-12-01,26006,1,Depot,01:47:34,33.6,81.2,0.25,0,3.2,4.5,215.4
2025-12-01,26008,1,Depot,01:34:29,38.8,74.4,0.0,0,2.45,0.0,166.7
2025-12-01,26008,2,Depot,00:58:18,57.2,80.8,0.0,0,1.25,0.0,112.7
2025-12-01,26009,1,Depot,00:13:00,35.2,39.2,0.0,0,0.45,0.0,17.3
2025-12-01,26009,2,Depot,01:20:02,39.6,66.0,0.1,0,2.4,0.0,114.5
2025-12-01,26009,3,Depot,01:48:16,44.4,85.2,0.04999999999999982,0,2.800000000000001,0.0,180.0
2025-12-01,26010,1,Depot,01:13:22,47.6,80.8,0.0,0,1.35,0.0,152.3
2025-12-01,26010,2,Depot,00:47:15,66.4,80.8,0.0,0,0.9,0.1,71.7
2025-12-01,26011,1,Depot,00:34:12,67.6,81.6,0.0,0,0.6499999999999999,0.0,66.7
2025-12-01,26011,2,Depot,00:24:09,70.4,80.0,0.0,0,0.45,0.0,45.8
2025-12-01,26012,1,Depot,01:58:31,58.4,90.4,0.0,0,2.85,0.0,154.3
2025-12-01,26012,2,Depot,01:04:10,54.8,80.0,0.0,0,1.75,0.0,117.4
2025-12-01,26013,1,Depot,00:49:16,53.2,75.6,0.0,0,1.3,1.15,101.1
2025-12-01,26013,2,Depot,01:00:19,54.4,81.2,0.0,0,1.05,0.0,124.0
2025-12-01,26014,1,Depot,00:36:12,55.2,72.4,0.0,0,1.05,0.0,65.0
2025-12-01,26014,2,Depot,01:33:29,37.2,84.0,0.0,0,2.55,0.0,186.7
2025-12-02,26003,1,Depot,03:54:13,17.6,73.6,0.15,0,3.8,0.0,235.4
2025-12-02,26005,1,Depot,00:51:16,51.2,74.4,0.0,0,1.05,0.0,107.0
2025-12-02,26005,2,Depot,01:36:29,38.4,81.2,0.0,0,2.75,2.3,196.1
2025-12-02,26006,1,Depot,00:38:12,68.8,83.6,0.1,0,1.1,1.35,71.9
2025-12-02,26006,2,Depot,01:46:33,34.4,82.4,0.15,0,2.75,0.0,220.0
