Date,Bus,ID,Type,Duration,SOC Start [%],SOC End [%],Air Compressor Energy Consumption [kWh],Rear HVAC Energy Consumption [kWh],LV Access. Energy Consumption [kWh],Electric Heater Energy Consumption[kWh],Energy Transferred [kWh]
2026-02-01,26003,1,Depot,00:05:01,74.8,74.4,0.0,0,0.1000000000000014,0.0,0.1000000000000014
2026-02-01,26003,2,Depot,01:51:34,64.0,74.8,0.0,0,2.699999999999999,0.0,48.8
2026-02-01,26003,3,Depot,01:48:38,66.0,74.8,0.2,0,2.25,0.0,38.4
2026-02-01,26005,1,Depot,01:25:27,76.0,90.0,0.05,0,1.95,0.0,69.3
2026-02-01,26006,1,Depot,04:09:16,82.0,93.6,0.25,0,4.95,0.0,48.9
2026-02-01,26010,1,Depot,04:20:19,32.4,93.6,0.05,0,5.0,0.0,281.6
2026-02-01,26012,1,Depot,00:47:09,38.4,38.0,0.0,0,1.05,0.0,0.8
2026-02-01,26012,2,Depot,00:25:01,38.0,38.0,0.0,0,0.55,0.0,0.5
2026-02-01,26012,3,Depot,00:41:06,36.4,36.4,0.0,0,0.85,0.0,0.7
2026-02-01,26012,4,Depot,00:07:00,34.4,34.4,0.0,0,0.15,0.0,0.2
2026-02-01,26012,5,Depot,00:03:00,34.4,34.4,0.0,0,0.1,0.0,0.1
2026-02-01,26012,6,Depot,08:10:14,32.8,32.4,0.05,0,13.5,0.05,10.3
2026-02-01,26013,1,Depot,00:11:04,86.4,88.4,0.0,0,0.25,0.0,11.10000000000001
2026-02-01,26013,2,Depot,04:09:16,39.6,92.0,0.05,0,7.4,28.95,199.9
2026-02-01,26013,3,Depot,00:26:07,49.2,60.0,0.05,0,0.5499999999999999,0.0,10.1
2026-02-01,26013,4,Depot,01:13:23,62.0,88.0,0.0,0,1.7,0.0,89.6
2026-02-02,26003,1,Depot,01:08:22,70.0,74.8,0.04999999999999999,0,1.55,0.0,21.4
2026-02-02,26003,2,Depot,01:56:39,35.6,67.2,0.0,0,2.3,0.0,134.1
