Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Regen Ratio,Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2024-02-01,26003,1,07:16:14,05:50 AM,01:06 PM,3.05,0.0,26.45,72.45,33.59999999999999,139.7,28.89375149999978,3.974077534958325,91.2,57.2,26.7,0.1604567307692308,4.83495540549662,19.21448765950944,35.81372416767555
2024-02-01,26003,2,03:04:56,01:49 PM,04:54 PM,2.25,0.0,6.05,23.45,39.5,69.7,33.63232674600113,10.91171379646756,63.6,46.0,35.2,0.3355576739752145,2.072410883920997,22.61355443403028,44.90638939573952
2024-02-01,26005,1,07:28:17,06:42 AM,02:10 PM,5.85,0.0,16.85,74.89999999999999,73.10000000000001,172.4,68.50615275000018,9.169132241513948,89.6,52.0,64.7,0.2728806410797132,2.516562280604782,23.07469234487118,37.9697987074019
2024-02-01,26005,2,02:24:45,04:42 PM,07:07 PM,2.1,0.0,4.699999999999999,19.95,29.9,55.1,22.60174875399753,9.36860051979172,91.6,80.0,27.6,0.3337363966142685,2.437864459061141,22.83937823834197,43.43012393359474
2024-02-01,26006,1,07:18:15,06:49 AM,02:08 PM,6.7,0.0,16.2,72.80000000000001,56.60000000000001,154.3,55.14667624999947,7.550029834569238,87.6,54.0,43.3,0.2191295546558704,2.797992743941689,21.124928693668,38.07897487810592
2024-02-01,26008,1,07:34:21,11:39 AM,07:13 PM,5.95,0.0,19.2,55.4,62.7,140.3,67.18511800399938,8.87225064430497,92.4,62.0,44.2,0.2395663956639567,2.088260081520557,18.52756685374711,44.38300672051155
2024-02-01,26009,1,04:05:15,06:47 AM,10:53 AM,2.9,0.0,11.15,50.65,54.7,116.9,50.40810100399904,12.33225712636062,88.8,63.2,38.1,0.2458064516129032,2.319071690296882,28.59938837920489,33.37703675620393
2024-02-01,26009,2,01:16:25,11:55 AM,01:11 PM,0.9499999999999997,0.0,3.25,6.200000000000003,13.70000000000002,23.70000000000002,15.5342750000018,12.1970316248651,61.6,56.4,11.59999999999999,0.3286118980169969,1.525658584001975,18.60850599781899,44.87677953645777
2024-02-01,26009,3,04:29:23,02:56 PM,07:25 PM,3.05,0.0,11.0,35.2,44.1,91.3,42.87459899999885,9.549499251376345,85.6,66.0,39.6,0.3025210084033613,2.129465980544854,20.33533378704448,43.95822308763682
2024-02-01,26010,1,06:33:00,12:14 PM,06:47 PM,5.600000000000001,0.0,14.5,41.85,89.49999999999999,156.3,77.51727499200024,11.83469847206111,92.0,58.0,70.2,0.3099337748344371,2.016324748465811,23.86259541984733,44.5547245592488
2024-02-01,26011,1,05:29:40,06:44 AM,12:14 PM,5.15,0.0,12.6,54.09999999999999,57.00000000000001,130.0,54.21461975000057,9.8671704297271,88.4,60.4,47.9,0.2692523889825745,2.397877188837032,23.66026289180991,35.51213373597967
2024-02-01,26011,2,01:25:26,12:48 PM,02:14 PM,1.0,0.0,3.05,10.4,15.2,30.4,17.08770249999907,12.0007274678105,60.4,53.2,14.4,0.3214285714285715,1.779057190397694,21.34998049161139,45.25930244534515
2024-02-01,26013,1,04:13:17,06:39 AM,10:52 AM,2.7,0.0,9.600000000000001,44.65,43.4,101.3,41.86549249600102,9.917468775784938,88.0,66.4,32.1,0.2406296851574213,2.419653847609129,23.99684148187142,33.19874310173044
2024-02-01,26013,2,02:09:40,11:56 AM,02:06 PM,1.4,0.0,4.600000000000001,14.25,21.1,40.9,21.74798499999815,10.06333496143873,65.6,56.4,17.4,0.2984562607204116,1.880633998966041,18.9254498714653,45.03712331038243
2024-02-01,26013,3,04:27:21,02:45 PM,07:12 PM,3.75,0.0,10.25,35.15,42.7,89.39999999999999,38.83568750000268,8.715695717225213,70.4,49.6,42.0,0.3196347031963471,2.302006369785364,20.06358705816345,44.07200003420353
2024-02-01,26014,1,00:16:05,07:27 AM,07:43 AM,0.25,0.0,0.9499999999999993,5.300000000000001,5.199999999999999,13.6,4.038911499999813,15.06744186528428,92.4,89.6,3.0,0.1807228915662651,3.367243872513827,50.73575129533678,28.95799989700317
2024-02-01,26014,2,01:20:25,10:12 AM,11:32 AM,0.95,0.0,2.95,8.2,15.3,28.1,17.24428799199995,12.86620451216577,83.2,76.0,9.7,0.2566137566137566,1.629525093354755,20.96580310880829,39.74644431008239
2024-02-01,26014,3,03:03:56,04:03 PM,07:07 PM,1.8,0.0,6.349999999999998,20.75,39.2,69.2,38.21431649999977,12.46570672345045,92.8,74.8,24.1,0.2583065380493033,1.810839662669367,22.57339615802827,43.71477162941626
2024-02-01,26016,1,02:59:55,12:01 AM,03:01 AM,1.649999999999999,0.0,6.450000000000001,26.75,15.70000000000002,51.8,16.62167425000007,5.543124344604006,69.2,57.2,13.09999999999999,0.2018489984591679,3.116412896853624,17.27466419638722,32.52449998736376
2024-02-01,26016,2,08:01:27,07:10 AM,03:11 PM,4.75,0.0,18.2,63.90000000000001,80.5,166.2,76.97171125400018,9.592486603468712,88.0,51.6,56.1,0.252361673414305,2.159234831762463,20.71243119742445,39.36882507503028
2024-02-01,26016,3,05:10:35,06:48 PM,11:58 PM,6.100000000000001,0.0,10.95,42.09999999999999,51.10000000000001,107.7,45.82735399200101,8.8531512944032,92.8,70.0,45.3,0.296078431372549,2.350124775233557,20.80601019586799,41.81441303745387
