Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2023-01-03,26002,1,00:18:05,10:15 AM,10:33 AM,0.2,0,0.6000000000000001,1.550000000000001,14.4,17.7,9.009879499999897,29.8945310599075,88.4,84.0,3.5,1.964510180186117,58.72811059907836,49.5319995880127
2023-01-03,26002,2,01:40:30,01:05 PM,02:46 PM,1.25,0,3.249999999999997,5.350000000000001,26.2,35.99999999999995,25.08785412499992,14.97782335820891,81.6,72.4,14.00000000000001,1.434957323198325,21.49253731343281,52.29704932411117
2023-01-03,26002,3,00:17:05,03:29 PM,03:46 PM,0.1500000000000001,0,0.5500000000000016,0.8500000000000014,13.90000000000003,16.0,9.475907750000033,33.28123697560987,72.0,67.6,3.29999999999999,1.688492587952847,56.19512195121951,54.07999925613404
2023-01-04,26002,1,00:17:05,09:31 AM,09:48 AM,0.15,0,0.65,2.2,13.1,18.0,9.087550874999806,31.91725185365786,93.6,88.8,3.1,1.980731689713966,63.21951219512195,54.16999988555911
2023-01-04,26002,2,02:41:50,12:40 PM,03:22 PM,1.6,0,4.699999999999996,4.7,32.49999999999996,43.0,33.01033437499996,12.2386409629248,86.8,75.6,20.20000000000001,1.302622370058924,15.94232749742533,64.08800063663068
2023-01-04,26002,3,00:18:05,06:39 PM,06:57 PM,0.1499999999999999,0,0.549999999999998,1.950000000000001,14.20000000000003,16.80000000000003,10.33029287500017,34.27562612903282,73.6,68.8,4.0,1.626284966291409,55.74193548387105,59.08431527991045
2023-01-05,26002,1,00:23:07,07:10 AM,07:33 AM,0.25,0,0.849999999999997,4.400000000000001,11.7,17.5,9.242893624999851,23.99020695746176,92.4,87.6,3.7,1.893346468108928,45.42177361211247,51.54799938201904
2023-01-05,26002,2,01:52:34,07:49 AM,09:42 AM,1.35,0,3.949999999999992,14.15,18.50000000000003,37.59999999999999,17.01003112500007,9.066643774059854,87.6,78.0,15.20000000000001,2.210460387972973,20.04145691442108,51.27226556085915
2023-01-05,26002,3,00:53:17,11:21 AM,12:14 PM,0.6999999999999971,0,1.100000000000016,0.0,18.60000000000001,19.79999999999995,16.38866012499989,18.45454377541432,76.4,70.8,13.2,1.208152457185702,22.29590240850792,57.82333310445144
2023-01-05,26002,4,01:34:29,12:37 PM,02:12 PM,1.149999999999996,0,1.950000000000029,0.0,28.49999999999996,30.80000000000004,24.77716862500006,15.73431064561655,70.4,62.0,18.69999999999997,1.243079888027358,19.55900511554069,56.32216798882732
2023-01-05,26002,5,00:23:07,04:51 PM,05:14 PM,0.2499999999999991,0,0.6000000000000103,0.0,11.99999999999998,12.9999999999999,9.708921874999987,25.19979722422491,61.2,57.2,7.000000000000021,1.338974622246604,33.74188896899758,50.52199993133545
2023-01-06,26002,1,00:19:06,11:17 AM,11:36 AM,0.25,0,0.9499999999999991,6.050000000000001,13.2,22.4,9.242893625000079,29.03526793193742,92.4,86.8,3.6,2.423483479179369,70.36649214659685,44.88799972534181
2023-01-06,26002,2,01:29:27,12:57 PM,02:26 PM,1.25,0,3.299999999999994,9.050000000000008,28.9,42.10000000000002,24.38881175000006,16.35918060368925,83.6,72.0,17.70000000000001,1.726201359522975,28.23923979877028,45.32319980621338
2023-01-06,26002,3,00:21:06,04:23 PM,04:44 PM,0.1500000000000001,0,1.000000000000013,5.400000000000009,12.50000000000001,20.29999999999997,9.553579124999942,27.16657571090031,70.4,64.8,3.699999999999999,2.124858101282549,57.72511848341223,44.76772705424916
2023-01-10,26002,1,00:22:07,09:17 AM,09:39 AM,0.3,0,0.95,2.7,15.7,22.5,9.242893624999851,25.07491865109229,62.8,56.4,0.8,2.434302601854337,61.03993971363979,34.59200010299684
2023-01-10,26002,2,02:13:42,10:18 AM,12:31 PM,1.85,0,3.749999999999992,0.6999999999999993,43.0,60.00000000000004,32.77732025,14.70934341810023,55.2,41.6,23.3,1.830534026038936,26.92595362752433,38.21378942360553
2023-01-10,26002,3,02:34:49,02:29 PM,05:04 PM,1.999999999999994,0,4.250000000000026,8.05,51.49999999999986,64.20000000000007,43.88432687500017,17.00759788459475,36.0,16.0,26.80000000000005,1.462936874544457,24.88104209279796,40.86145822709598
2023-01-11,26002,1,00:18:05,08:58 AM,09:16 AM,0.15,0,1.049999999999999,5.85,13.6,22.7,9.009879500000125,29.89453105990825,91.2,85.2,2.3,2.519456558769702,75.31797235023043,35.60000000000001
2023-01-11,26002,2,02:00:37,11:17 AM,01:18 PM,1.3,0,2.899999999999999,0.0,37.60000000000002,41.40000000000001,31.92293512499987,15.87986271244985,80.0,69.2,21.7,1.296873230418538,20.59416885449772,40.81315692633632
2023-01-11,26002,3,01:17:24,02:35 PM,03:53 PM,0.7999999999999989,0,2.55000000000004,10.10000000000001,19.09999999999996,32.8,19.41784374999997,15.05259205426355,67.2,58.0,10.60000000000002,1.689167984988037,25.42635658914729,40.41846166390637
2023-01-11,26002,4,00:23:07,05:18 PM,05:41 PM,0.4999999999999978,0,0.900000000000011,3.650000000000002,13.50000000000002,19.70000000000005,9.242893625000079,23.99020695746235,58.0,52.4,7.599999999999987,2.131367166956861,51.1319394376353,38.66000008583069
2023-01-12,26002,1,00:21:06,08:17 AM,08:38 AM,0.3,0,1.099999999999998,6.75,13.8,24.2,9.087550874999806,25.84137689573404,93.2,86.8,3.4,2.662983716170999,68.81516587677726,38.1560001373291
2023-01-12,26002,2,02:17:43,11:12 AM,01:29 PM,2.149999999999999,0,4.550000000000018,14.8,32.00000000000001,53.39999999999996,27.10730987499983,11.81003455766663,82.8,68.8,23.6,1.969948336675378,23.26515793295411,46.23956530197795
2023-01-12,26002,3,00:12:04,02:08 PM,02:20 PM,0.2999999999999989,0,0.350000000000005,0.0,3.400000000000002,4.399999999999991,3.106854999999996,15.44845027624307,68.8,67.6,2.300000000000001,1.416223158145455,21.87845303867399,51.0620002746582
2023-01-12,26002,4,01:47:34,02:59 PM,04:46 PM,1.699999999999994,0,2.30000000000004,0.0,32.20000000000002,35.59999999999991,27.18498125000019,15.1636090021693,67.6,57.2,21.20000000000005,1.30954660857085,19.85745274248523,52.02833375930778
2023-01-13,26002,1,00:22:07,08:25 AM,08:47 AM,0.25,0,1.000000000000001,5.6,12.2,20.3,9.242893625000079,25.0749186510929,92.4,87.2,3.6,2.196281903006303,55.07159005275057,52.7258257078088
2023-01-13,26002,2,00:13:14,10:16 AM,10:30 AM,0.1499999999999999,0,0.5999999999999979,3.400000000000002,10.9,15.19999999999999,8.000151624999944,36.27272777078061,85.6,81.6,2.7,1.899963989745019,68.91687657430727,53.07800006866455
2023-01-13,26002,3,00:40:13,10:47 AM,11:27 AM,0.45,0,1.299999999999998,3.850000000000001,16.59999999999999,22.09999999999997,13.04879099999994,19.46773626191453,79.6,73.6,8.0,1.693643495401228,32.97140489017816,50.5939998626709
2023-01-13,26002,4,00:27:08,11:40 AM,12:07 PM,0.4000000000000001,0,0.8500000000000014,1.449999999999999,6.000000000000011,8.699999999999974,6.835080999999946,15.11442972972961,73.2,70.8,5.300000000000001,1.272845193787761,19.23832923832918,50.1311424255371
2023-01-13,26002,5,02:52:54,02:20 PM,05:13 PM,2.549999999999994,0,6.000000000000044,21.35000000000001,44.19999999999997,74.19999999999996,35.96184662500013,12.47953034991329,69.2,48.4,29.20000000000003,2.063297827103718,25.748987854251,43.63840438534059
2023-01-18,26002,1,00:24:08,07:41 AM,08:05 AM,0.25,0,1.149999999999997,7.600000000000001,12.2,23.4,9.242893624999851,22.97956978591123,89.6,83.2,3.9,2.53167470592851,58.17679558011049,42.2952798461914
2023-01-18,26002,2,00:36:11,09:21 AM,09:57 AM,0.6000000000000001,0,1.349999999999995,5.600000000000009,6.000000000000003,14.4,5.903024499999901,9.788525195762158,82.0,78.0,4.899999999999996,2.439427449437189,23.87839705204975,47.05627051430778
2023-01-18,26002,3,02:16:42,10:16 AM,12:32 PM,1.649999999999998,0,4.600000000000029,12.7,26.7,45.3,23.30141249999997,10.22739392831016,78.0,66.0,18.99999999999999,1.944088153454219,19.88295537673738,50.50347506251647
2023-01-18,26002,4,00:18:05,03:43 PM,04:01 PM,0.09999999999999964,0,0.4499999999999993,0.0,12.4,13.59999999999999,8.310837125000035,27.57512778801855,64.4,60.8,3.699999999999999,1.636417582903833,45.12442396313362,50.99473684210525
2023-01-18,26009,1,00:15:05,02:43 PM,02:58 PM,0.15,0,0.4999999999999991,0.25,2.0,3.999999999999998,2.097127124999986,8.342163149171215,51.2,50.4,0.5,1.907371256761569,15.91160220994474,51.96312497854231
2023-01-19,26002,1,00:17:05,07:16 AM,07:33 AM,0.2,0,0.85,5.4,13.4,21.8,8.932208125000216,31.37165780487881,93.2,87.6,2.7,2.440605916803968,76.5658536585366,36.62599987983705
2023-01-19,26002,2,04:27:38,07:45 AM,12:12 PM,4.699999999999995,0,11.05000000000004,45.09999999999994,42.50000000000004,111.2,34.56376187499973,7.748757177107922,87.6,57.6,32.89999999999998,3.217242393989294,24.92963009092042,38.40378868067042
2023-01-19,26002,3,00:04:01,12:17 PM,12:21 PM,0.04999999999999982,0,0.150000000000011,0.7000000000000028,0.1999999999999886,1.199999999999989,0.6990423749998627,10.44212676348343,57.6,57.2,0.7000000000000028,1.716634131085722,17.92531120331933,39.37999982833863
2023-01-19,26002,4,00:36:12,12:26 PM,01:03 PM,0.6499999999999986,0,1.30000000000002,5.149999999999977,6.799999999999969,13.8000000000001,5.436996249999993,9.011595994475126,57.2,53.2,4.800000000000011,2.538166179533435,22.87292817679574,39.61351358310596
2023-01-19,26002,5,02:40:50,01:47 PM,04:28 PM,3.200000000000006,0,6.900000000000091,19.39999999999998,37.90000000000007,68.30000000000001,27.96169499999996,10.43130590673574,51.2,31.2,24.70000000000004,2.442627315690272,25.479792746114,40.48437253880935
2023-01-20,26002,1,00:20:06,07:52 AM,08:12 AM,0.2,0,1.049999999999996,6.550000000000008,12.1,20.4,9.16522225000017,27.35887238806021,91.2,85.6,2.9,2.225805271661538,60.8955223880597,39.16400003433228
2023-01-20,26002,2,04:54:31,10:29 AM,03:24 PM,4.049999999999999,0,10.65000000000009,29.54999999999988,53.00000000000001,98.6,48.8552948749998,9.952977281987396,84.4,57.2,40.7,2.018204991951763,20.08714843528946,45.62900007403634
2023-01-20,26002,3,03:00:56,04:39 PM,07:40 PM,2.699999999999999,0,7.050000000000001,23.55000000000003,44.40000000000003,79.0,38.13664512500009,12.64663987196023,55.2,32.0,26.19999999999997,2.071498416839303,26.19749447310243,43.0607513411927
2023-01-23,26002,1,00:20:06,07:43 AM,08:04 AM,0.2,0,1.2,6.150000000000001,13.6,23.4,9.16522225000017,27.35887238806021,84.8,78.4,2.0,2.553129576317647,69.85074626865672,37.54399986267091
2023-01-23,26002,2,02:04:39,10:23 AM,12:27 PM,1.5,0,6.500000000000014,20.85,25.79999999999998,59.8,21.98099912499993,10.58050499398312,74.8,58.0,15.5,2.720531476296131,28.78459687123947,36.62211187667851
2023-01-23,26002,3,00:17:05,02:11 PM,02:28 PM,0.2999999999999998,0,0.5000000000000071,0.0,12.09999999999998,14.0,8.388508500000171,29.46207863414694,54.8,50.8,6.199999999999999,1.668949849666328,49.17073170731707,36.96799998283385
2023-01-23,26009,1,01:09:22,09:45 AM,10:54 AM,0.35,0,2.1,0.1,65.4,76.3,44.58336924999998,38.5632218404613,93.2,75.6,7.3,1.711400490441849,65.99711677078328,37.26217142513818
2023-01-24,26002,1,00:21:07,07:59 AM,08:20 AM,0.2,0,1.55,6.8,12.4,23.4,9.087550875000034,25.82098117600641,92.4,86.4,3.5,2.574951196628092,66.48776637726914,34.46600000858306
2023-01-24,26002,2,03:56:13,11:25 AM,03:21 PM,4.049999999999999,0,12.90000000000002,14.55,53.29999999999999,87.1,42.71925624999994,10.85086590700627,82.4,58.4,38.60000000000002,2.038893174784617,22.12375643829817,44.93063539610063
2023-01-24,26002,3,02:03:38,04:40 PM,06:43 PM,1.9,0,6.299999999999997,13.95000000000001,27.6999999999999,51.09999999999999,23.76744074999988,11.53448189538953,55.2,40.0,19.0,2.15000010045256,24.79913723375573,40.33356436952474
2023-01-24,26002,4,00:54:16,06:47 PM,07:41 PM,0.6499999999999968,0,2.700000000000042,7.09999999999998,15.6,26.09999999999999,14.91290400000025,16.48846879606907,40.0,32.4,10.4,1.750162141458133,28.85749385749385,38.46199984550478
2023-01-25,26002,1,00:23:07,07:37 AM,08:00 AM,0.25,0,1.199999999999997,7.45,12.9,23.5,9.087550875000034,23.58701020187464,90.4,84.4,4.1,2.585955261570947,60.99495313626532,31.08124997094275
2023-01-25,26002,2,02:07:57,08:09 AM,10:17 AM,2.299999999999999,0,5.250000000000005,25.84999999999998,28.40000000000003,62.59999999999998,23.53442662499992,11.03607344665882,78.8,65.2,23.9,2.659933084305604,29.35521688159437,33.36261418907653
2023-01-25,26002,3,05:39:45,01:52 PM,07:32 PM,7.050000000000018,0,15.20000000000007,41.79999999999996,82.9,152.3000000000001,53.98160562500016,9.533175386313493,61.2,16.8,52.59999999999997,2.821331419039274,26.89624724061813,41.26469032194768
2023-01-26,26002,1,00:22:07,07:16 AM,07:38 AM,0.25,0,0.9499999999999966,6.899999999999999,12.2,20.4,9.16522225000017,24.86420504898313,92.0,86.8,3.4,2.225805271661538,55.34287867370008,42.1879997253418
2023-01-26,26002,2,02:25:46,07:52 AM,10:18 AM,2.499999999999999,0,4.950000000000018,15.80000000000001,28.39999999999996,51.8,23.1460697499997,9.527309753029831,86.8,72.8,22.0,2.237960939351299,21.32174708438143,42.61297286046702
2023-01-26,26002,3,00:13:04,11:54 AM,12:07 PM,0.09999999999999876,0,0.6000000000000085,3.800000000000001,4.399999999999999,9.700000000000017,3.184526375000132,14.62282519132714,70.8,68.0,1.400000000000013,3.045978854547755,44.5408163265307,42.99800024032594
2023-01-26,26002,4,00:13:04,12:52 PM,01:05 PM,0.2000000000000002,0,0.4500000000000011,1.699999999999996,3.700000000000024,5.999999999999986,3.495211874999768,16.0494422831622,66.4,64.8,2.899999999999999,1.716634131085511,27.5510204081632,44.38400020599364
2023-01-26,26002,5,00:24:07,02:34 PM,02:58 PM,0.2999999999999989,0,0.9000000000000092,2.64999999999997,7.499999999999936,11.19999999999999,6.213709999999992,15.45912646855561,62.8,59.6,4.20000000000001,1.802465837639672,27.86454733932271,44.35520023345946
2023-01-26,26002,6,00:10:03,05:39 PM,05:49 PM,0.25,0,0.6500000000000128,2.699999999999974,3.40000000000002,7.500000000000014,1.941784375000225,11.59274253731478,55.6,53.6,1.5,3.862426794941712,44.77611940298516,41.7445456418124
2023-01-26,26002,7,00:47:14,09:20 PM,10:08 PM,0.549999999999998,0,2.250000000000032,5.5,16.09999999999998,24.80000000000001,13.59249062499975,17.26639599505967,37.2,30.0,6.600000000000023,1.824536847896517,31.50317572335922,38.71400003433224
2023-01-26,26009,1,01:26:27,08:06 AM,09:32 AM,0.5,0,3.4,22.25,70.1,97.5,51.26310749999999,35.5787906304222,65.6,42.8,11.4,1.901952588418484,67.66917293233082,42.43296574888566
2023-01-27,26002,1,00:20:07,12:47 PM,01:07 PM,0.2,0,0.8999999999999977,3.649999999999999,13.9,21.1,9.631250500000078,28.72618210439128,75.6,69.6,2.9,2.190785090679536,62.93289146644574,40.44200010299684
2023-01-27,26002,2,05:31:42,01:47 PM,07:19 PM,4.25,0,16.55000000000006,37.55000000000001,53.10000000000002,115.5999999999999,48.31159525000021,8.738907793186652,66.8,33.2,44.19999999999998,2.392800308120635,20.91046126017484,37.83085794002269
2023-01-27,26002,3,00:26:08,08:05 PM,08:32 PM,0.3499999999999988,0,1.350000000000009,6.45000000000001,14.6,22.5,11.02933525000026,25.32245338010264,32.4,25.6,5.100000000000001,2.040014152258131,51.65816326530613,31.67599998712538
2023-01-27,26005,1,00:20:06,03:53 PM,04:13 PM,0.3,0,0.8499999999999999,5.25,14.3,23.0,9.009879499999954,26.89516268656703,49.2,43.6,5.6,2.552753341484769,68.65671641791046,39.52399969100952
2023-01-27,26005,2,00:12:03,04:33 PM,04:45 PM,0.15,0,0.7000000000000002,2.199999999999999,4.900000000000002,9.099999999999994,3.883568749999995,19.33727178423234,43.2,41.2,1.899999999999999,2.343205588931574,45.31120331950205,39.22492285508375
2023-01-27,26005,3,01:06:21,05:21 PM,06:27 PM,0.6499999999999999,0,2.55,8.5,23.90000000000001,35.69999999999996,18.01975900000002,16.29518522984177,40.0,31.6,10.0,1.981158571543599,32.28334589299168,36.11205967433417
2023-01-30,26002,1,00:21:06,07:23 AM,07:44 AM,0.2,0,0.8000000000000114,5.29999999999999,12.7,19.0,9.009879499999897,25.62051042653999,88.4,83.2,3.3,2.108796238617866,54.02843601895734,37.52272715568544
2023-01-30,26002,2,02:50:53,07:56 AM,10:47 AM,1.9,0,6.450000000000088,24.34999999999985,30.59999999999995,64.1,27.2626526250001,9.572373885692029,83.2,65.6,21.60000000000001,2.351201876123371,22.50658343899347,40.34821044520338
2023-01-30,26002,3,00:47:15,10:51 AM,11:39 AM,0.4999999999999978,0,1.700000000000031,5.649999999999963,8.099999999999987,16.0,7.068095124999672,8.975358888888474,65.2,60.8,6.100000000000001,2.263693359673161,20.31746031746032,46.6879997253418
