Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2023-02-01,26005,1,03:35:05,07:55 AM,11:30 AM,3.05,0,13.3,46.15,44.8,116.2,35.26280424999999,9.836969802402166,62.0,34.8,28.6,3.295256927843452,32.41534289035258,29.02271625604387
2023-02-01,26005,2,00:05:01,12:25 PM,12:30 PM,0.1000000000000001,0,0.3499999999999996,1.29999999999999,0.600000000000005,2.600000000000009,1.00972787500001,12.07647956810643,34.4,34.0,1.099999999999998,2.574951196628084,31.09634551495027,33.74600005149841
2023-02-01,26005,3,00:12:04,12:36 PM,12:48 PM,0.1999999999999988,0,0.70000000000001,3.099999999999994,2.199999999999992,6.899999999999991,2.330141249999997,11.58633770718231,34.0,32.4,2.000000000000011,2.961193876122317,34.30939226519333,34.55600010431729
2023-02-07,26003,1,02:15:42,01:55 PM,04:11 PM,3.049999999999999,0,4.399999999999997,9.35000000000001,27.6,44.10000000000001,18.79647274999996,8.310894362564465,86.8,76.8,22.7,2.346184871307841,19.49889462048637,43.98177940494865
2023-02-07,26003,2,00:29:10,04:54 PM,05:23 PM,0.2999999999999989,0,1.2,7.800000000000018,11.40000000000001,20.30000000000001,9.631250500000021,19.81285817142862,76.4,72.0,5.199999999999999,2.107722148852837,41.76000000000003,44.92399969100953
2023-02-08,26005,1,00:22:07,12:23 PM,12:45 PM,0.2,0,0.6500000000000001,0.0,2.7,5.899999999999999,2.252469875000031,6.11069446119074,53.6,52.0,1.4,2.619346906914756,16.0060286360211,50.79513064674711
2023-02-08,26005,2,00:10:03,01:23 PM,01:33 PM,0.15,0,0.2499999999999991,0.0,3.200000000000001,3.499999999999989,2.330141249999997,13.9112910447761,51.6,50.8,1.6,1.502054864699723,20.89552238805964,51.96200027465819
2023-02-09,26003,1,00:16:05,06:34 AM,06:50 AM,0.15,0,0.7,4.9,14.7,22.6,9.087550874999977,33.90174419689111,93.6,88.8,2.1,2.486918677085267,84.31088082901555,33.91223525019252
2023-02-09,26003,2,00:03:01,08:15 AM,08:18 AM,0.1,0,0.09999999999999987,0.0,0.5999999999999974,1.099999999999998,0.5436996249999879,10.81391519336993,88.4,88.0,0.1999999999999997,2.023175940207835,21.87845303867399,36.32000017166138
2023-02-09,26003,3,00:49:15,08:26 AM,09:16 AM,0.7,0,2.45,13.95,12.40000000000001,34.09999999999999,9.941935999999998,12.11200324873096,88.0,81.2,7.400000000000004,3.429915461133526,41.54314720812182,37.81688016033169
2023-02-09,26003,4,01:21:25,10:11 AM,11:32 AM,1.499999999999998,0,3.149999999999995,14.7,13.8,33.2,11.26234937499999,8.29978664278402,80.8,73.6,10.2,2.947875163036313,24.46673490276356,44.00051207077212
2023-02-09,26003,5,00:17:06,12:33 PM,12:50 PM,0.2999999999999989,0,0.5999999999999979,1.54999999999999,2.70000000000001,5.600000000000009,3.339869125000007,11.71883903508775,73.6,72.4,3.0,1.67671240710667,19.64912280701758,50.39400053024292
2023-02-09,26003,6,03:20:01,03:14 PM,06:34 PM,2.899999999999993,0,4.95000000000007,0.0,36.29999999999994,41.6999999999998,33.39869125000001,10.01877247729356,70.4,60.8,34.60000000000004,1.248551917434782,12.5089575868677,55.97491999244689
2023-02-09,26003,7,00:11:03,07:36 PM,07:47 PM,0.1999999999999993,0,0.25,0.0,2.299999999999997,2.599999999999994,1.941784374999997,10.54362556561085,60.0,59.2,1.500000000000014,1.338974622246611,14.1176470588235,54.11599979400634
2023-02-14,26009,1,00:17:05,09:06 AM,09:23 AM,0.25,0,0.9499999999999997,5.5,3.0,11.5,2.174798500000009,7.63831668292686,90.0,86.8,1.6,5.287846207361259,40.39024390243902,43.28599996566774
2023-02-14,26009,2,01:07:20,09:54 AM,11:01 AM,0.35,0,4.2,21.3,4.8,29.9,2.796169500000019,2.491636188118829,84.0,77.6,0.8,10.6932001082194,26.64356435643564,45.80652948547817
2023-02-14,26009,3,00:14:04,03:41 PM,03:55 PM,0.1000000000000001,0,0.5,4.049999999999969,2.199999999999999,6.699999999999989,1.864113000000032,7.951192890995396,68.8,67.2,1.800000000000001,3.594202711959991,28.57819905213265,54.06800006866455
2023-02-14,26009,4,00:33:10,05:12 PM,05:45 PM,0.1999999999999997,0,1.400000000000013,9.300000000000011,2.600000000000001,13.4000000000002,2.252469874999974,4.074819874371813,62.0,58.8,1.7,5.949025178416806,24.24120603015112,52.11341116288132
2023-02-22,26003,1,00:29:09,12:36 PM,01:05 PM,0.4,0,1.65,9.05,14.4,28.9,10.56330700000001,21.74265591766726,89.2,82.8,3.4,2.735885646417356,59.48542024013722,40.45039978027346
2023-02-24,26003,1,00:18:06,11:01 AM,11:19 AM,0.2,0,0.75,2.5,15.2,20.8,9.009879500000011,29.86700386740335,77.6,72.8,3.0,2.30857693490795,68.95027624309392,45.57199993133543
2023-02-24,26003,2,00:11:21,11:43 AM,11:54 AM,0.2,0,0.3499999999999999,0.0,2.799999999999998,4.399999999999999,1.941784374999997,10.26493942731276,72.4,71.6,1.3,2.265957053032731,23.25991189427312,45.19249989986418
